row,col,data
134,109,1.0
134,211,1.0
135,173,1.0
136,91,1.0
137,143,1.0
138,131,1.0
139,15,1.0
140,10,1.0
140,31,1.0
141,17,1.0
142,51,1.0
143,190,1.0
144,91,1.0
145,201,1.0
146,104,1.0
147,212,1.0
148,181,1.0
149,148,1.0
150,104,1.0
151,168,1.0
152,186,1.0
153,78,1.0
153,132,1.0
154,38,1.0
154,53,1.0
154,86,1.0
155,23,1.0
155,63,1.0
155,93,1.0
155,116,1.0
155,149,1.0
155,165,1.0
155,176,1.0
155,178,1.0
156,93,1.0
156,181,1.0
157,110,1.0
157,152,1.0
158,36,1.0
158,151,1.0
159,184,1.0
160,62,1.0
160,89,1.0
161,94,1.0
161,116,1.0
162,34,1.0
163,212,1.0
164,173,1.0
165,63,1.0
165,96,1.0
165,105,1.0
165,136,1.0
166,91,1.0
167,51,1.0
167,212,1.0
168,190,1.0
169,17,1.0
170,161,1.0
171,23,1.0
171,93,1.0
171,116,1.0
172,123,1.0
173,8,1.0
174,51,1.0
175,101,1.0
176,177,1.0
177,0,1.0
177,1,1.0
178,53,1.0
179,138,1.0
179,200,1.0
180,38,1.0
180,53,1.0
181,125,1.0
181,165,1.0
182,201,1.0
183,133,1.0
184,138,1.0
185,78,1.0
185,138,1.0
185,200,1.0
186,212,1.0
187,33,1.0
188,51,1.0
188,212,1.0
189,79,1.0
189,185,1.0
190,161,1.0
191,212,1.0
192,203,1.0
193,38,1.0
193,53,1.0
194,47,1.0
195,197,1.0
196,167,1.0
196,188,1.0
197,34,1.0
197,192,1.0
198,29,1.0
199,124,1.0
199,169,1.0
200,8,1.0
201,126,1.0
202,113,1.0
203,47,1.0
204,124,1.0
204,148,1.0
204,169,1.0
205,157,1.0
205,160,1.0
206,38,1.0
206,53,1.0
207,16,1.0
208,104,1.0
209,160,1.0
210,176,1.0
211,212,1.0
212,110,1.0
213,3,1.0
214,38,1.0
214,53,1.0
215,110,1.0
216,63,1.0
216,96,1.0
216,105,1.0
216,136,1.0
217,197,1.0
218,186,1.0
219,83,1.0
220,91,1.0
221,171,1.0
222,167,1.0
223,33,1.0
223,40,1.0
223,139,1.0
224,91,1.0
225,129,1.0
226,67,1.0
227,191,1.0
227,195,1.0
228,138,1.0
229,30,1.0
229,91,1.0
230,23,1.0
230,149,1.0
231,47,1.0
231,50,1.0
231,93,1.0
231,116,1.0
231,143,1.0
231,178,1.0
232,109,1.0
232,211,1.0
233,94,1.0
234,165,1.0
235,123,1.0
236,201,1.0
237,161,1.0
237,197,1.0
239,33,1.0
240,165,1.0
241,17,1.0
242,62,1.0
243,201,1.0
244,8,1.0
245,138,1.0
246,110,1.0
247,38,1.0
247,53,1.0
248,118,1.0
249,17,1.0
251,167,1.0
252,173,1.0
253,93,1.0
254,38,1.0
254,53,1.0
255,167,1.0
256,181,1.0
257,106,1.0
257,153,1.0
258,25,1.0
259,67,1.0
260,200,1.0
261,165,1.0
262,47,1.0
262,143,1.0
263,103,1.0
264,190,1.0
265,148,1.0
266,29,1.0
267,34,1.0
268,92,1.0
268,190,1.0
269,89,1.0
270,197,1.0
271,123,1.0
272,161,1.0
273,50,1.0
273,149,1.0
273,178,1.0
274,52,1.0
274,94,1.0
275,115,1.0
276,38,1.0
276,53,1.0
277,86,1.0
277,126,1.0
278,47,1.0
279,53,1.0
280,190,1.0
281,91,1.0
282,103,1.0
283,83,1.0
284,200,1.0
285,165,1.0
286,184,1.0
287,197,1.0
288,47,1.0
289,190,1.0
290,170,1.0
291,40,1.0
292,109,1.0
292,211,1.0
293,157,1.0
293,160,1.0
294,15,1.0
294,132,1.0
295,47,1.0
296,30,1.0
297,23,1.0
297,93,1.0
297,149,1.0
298,186,1.0
299,14,1.0
299,33,1.0
300,94,1.0
301,34,1.0
302,167,1.0
303,91,1.0
304,197,1.0
305,212,1.0
306,47,1.0
307,7,1.0
307,84,1.0
308,143,1.0
308,165,1.0
309,83,1.0
309,110,1.0
310,67,1.0
311,67,1.0
312,103,1.0
313,86,1.0
314,109,1.0
314,211,1.0
315,29,1.0
315,31,1.0
316,191,1.0
317,201,1.0
318,33,1.0
319,143,1.0
320,137,1.0
320,149,1.0
322,91,1.0
323,30,1.0
324,77,1.0
324,207,1.0
325,32,1.0
326,120,1.0
327,38,1.0
327,53,1.0
328,173,1.0
329,40,1.0
329,92,1.0
329,139,1.0
330,51,1.0
331,75,1.0
331,195,1.0
332,8,1.0
333,118,1.0
334,17,1.0
335,201,1.0
336,62,1.0
336,78,1.0
336,89,1.0
337,109,1.0
337,211,1.0
338,201,1.0
339,118,1.0
340,157,1.0
340,160,1.0
341,20,1.0
341,154,1.0
342,86,1.0
343,119,1.0
343,181,1.0
344,161,1.0
345,110,1.0
346,32,1.0
347,165,1.0
348,78,1.0
348,89,1.0
348,132,1.0
348,200,1.0
349,149,1.0
349,176,1.0
350,184,1.0
351,143,1.0
352,201,1.0
353,69,1.0
354,69,1.0
355,123,1.0
356,176,1.0
357,31,1.0
358,53,1.0
359,51,1.0
360,173,1.0
361,171,1.0
362,167,1.0
363,186,1.0
364,14,1.0
365,132,1.0
366,124,1.0
366,169,1.0
367,91,1.0
368,138,1.0
369,91,1.0
370,191,1.0
371,115,1.0
371,192,1.0
372,15,1.0
373,94,1.0
374,47,1.0
375,212,1.0
376,23,1.0
377,146,1.0
378,202,1.0
379,94,1.0
380,91,1.0
381,51,1.0
381,212,1.0
382,15,1.0
383,15,1.0
383,132,1.0
383,151,1.0
384,47,1.0
385,124,1.0
385,169,1.0
386,93,1.0
387,94,1.0
388,164,1.0
389,25,1.0
390,78,1.0
390,89,1.0
390,132,1.0
391,10,1.0
392,3,1.0
393,91,1.0
394,23,1.0
395,165,1.0
396,91,1.0
397,157,1.0
397,160,1.0
398,201,1.0
400,123,1.0
401,152,1.0
402,211,1.0
403,38,1.0
403,53,1.0
404,165,1.0
405,179,1.0
406,7,1.0
406,84,1.0
407,92,1.0
408,176,1.0
409,164,1.0
410,212,1.0
411,179,1.0
412,17,1.0
413,189,1.0
414,51,1.0
415,50,1.0
415,212,1.0
416,86,1.0
417,153,1.0
417,164,1.0
418,200,1.0
419,160,1.0
420,94,1.0
422,170,1.0
423,30,1.0
424,201,1.0
425,138,1.0
426,29,1.0
427,17,1.0
427,100,1.0
428,94,1.0
429,197,1.0
430,171,1.0
431,1,1.0
432,200,1.0
433,179,1.0
434,101,1.0
435,14,1.0
435,93,1.0
435,116,1.0
435,149,1.0
435,159,1.0
436,103,1.0
437,47,1.0
437,143,1.0
438,38,1.0
438,53,1.0
439,203,1.0
440,92,1.0
442,93,1.0
442,116,1.0
443,38,1.0
443,43,1.0
443,53,1.0
445,103,1.0
446,47,1.0
447,33,1.0
447,77,1.0
447,207,1.0
448,171,1.0
449,109,1.0
449,211,1.0
450,120,1.0
451,165,1.0
452,78,1.0
452,89,1.0
452,200,1.0
453,92,1.0
454,171,1.0
455,23,1.0
456,51,1.0
457,126,1.0
458,131,1.0
459,137,1.0
460,3,1.0
461,138,1.0
462,201,1.0
463,62,1.0
463,89,1.0
464,203,1.0
465,78,1.0
465,89,1.0
466,28,1.0
466,47,1.0
466,143,1.0
467,15,1.0
468,83,1.0
469,30,1.0
470,34,1.0
471,78,1.0
471,89,1.0
472,131,1.0
473,109,1.0
473,211,1.0
474,152,1.0
475,110,1.0
476,91,1.0
477,179,1.0
478,167,1.0
479,167,1.0
480,40,1.0
480,139,1.0
481,201,1.0
482,61,1.0
483,186,1.0
484,165,1.0
485,201,1.0
486,38,1.0
486,53,1.0
487,197,1.0
489,83,1.0
490,30,1.0
491,118,1.0
492,149,1.0
492,165,1.0
493,83,1.0
494,118,1.0
495,94,1.0
495,124,1.0
495,169,1.0
496,47,1.0
496,143,1.0
497,123,1.0
498,137,1.0
499,152,1.0
500,190,1.0
501,78,1.0
501,89,1.0
501,132,1.0
502,157,1.0
502,160,1.0
503,77,1.0
504,15,1.0
505,91,1.0
505,165,1.0
506,47,1.0
507,94,1.0
508,103,1.0
509,47,1.0
509,143,1.0
510,34,1.0
511,190,1.0
512,17,1.0
513,25,1.0
514,170,1.0
516,118,1.0
517,40,1.0
517,139,1.0
518,78,1.0
518,89,1.0
518,94,1.0
518,132,1.0
518,212,1.0
519,197,1.0
520,47,1.0
521,14,1.0
521,149,1.0
522,171,1.0
523,201,1.0
524,109,1.0
524,146,1.0
524,211,1.0
525,143,1.0
526,86,1.0
527,190,1.0
528,138,1.0
530,197,1.0
531,38,1.0
531,53,1.0
532,152,1.0
533,91,1.0
534,38,1.0
534,53,1.0
535,190,1.0
536,191,1.0
537,47,1.0
537,143,1.0
538,22,1.0
538,107,1.0
539,31,1.0
540,132,1.0
541,17,1.0
542,36,1.0
542,67,1.0
543,124,1.0
543,169,1.0
544,91,1.0
545,137,1.0
545,143,1.0
546,15,1.0
547,167,1.0
548,86,1.0
549,118,1.0
550,34,1.0
551,0,1.0
551,1,1.0
552,10,1.0
552,98,1.0
552,129,1.0
553,110,1.0
554,21,1.0
555,91,1.0
556,91,1.0
556,124,1.0
556,169,1.0
557,78,1.0
557,89,1.0
558,38,1.0
558,53,1.0
559,51,1.0
559,186,1.0
560,51,1.0
561,86,1.0
562,70,1.0
562,138,1.0
562,200,1.0
563,197,1.0
564,38,1.0
564,53,1.0
565,78,1.0
565,132,1.0
566,131,1.0
567,83,1.0
567,110,1.0
568,109,1.0
569,165,1.0
570,30,1.0
571,67,1.0
572,131,1.0
573,167,1.0
574,67,1.0
575,167,1.0
576,91,1.0
577,34,1.0
578,167,1.0
580,91,1.0
580,149,1.0
580,154,1.0
580,165,1.0
581,31,1.0
582,38,1.0
582,53,1.0
583,197,1.0
584,89,1.0
585,110,1.0
586,184,1.0
587,34,1.0
588,94,1.0
589,126,1.0
590,200,1.0
591,62,1.0
591,89,1.0
592,212,1.0
593,62,1.0
593,78,1.0
593,89,1.0
593,132,1.0
594,179,1.0
595,212,1.0
596,86,1.0
597,47,1.0
597,131,1.0
598,191,1.0
599,157,1.0
599,160,1.0
599,179,1.0
600,138,1.0
601,69,1.0
602,190,1.0
603,143,1.0
604,30,1.0
605,158,1.0
606,197,1.0
607,167,1.0
608,167,1.0
609,171,1.0
610,99,1.0
610,124,1.0
610,169,1.0
611,143,1.0
613,143,1.0
614,23,1.0
614,139,1.0
614,149,1.0
614,176,1.0
615,54,1.0
616,22,1.0
616,107,1.0
617,122,1.0
617,167,1.0
618,38,1.0
618,53,1.0
619,181,1.0
620,138,1.0
621,137,1.0
622,91,1.0
623,126,1.0
624,30,1.0
625,110,1.0
626,179,1.0
627,176,1.0
628,53,1.0
629,3,1.0
630,109,1.0
630,211,1.0
631,126,1.0
632,39,1.0
632,63,1.0
632,96,1.0
632,105,1.0
632,112,1.0
632,114,1.0
632,117,1.0
632,128,1.0
632,136,1.0
632,145,1.0
632,183,1.0
632,196,1.0
633,212,1.0
634,212,1.0
635,14,1.0
635,149,1.0
636,69,1.0
637,91,1.0
638,3,1.0
639,29,1.0
639,31,1.0
640,92,1.0
640,131,1.0
641,137,1.0
642,33,1.0
644,47,1.0
645,31,1.0
646,181,1.0
647,8,1.0
648,92,1.0
650,123,1.0
651,164,1.0
652,3,1.0
652,158,1.0
653,93,1.0
653,116,1.0
653,149,1.0
654,115,1.0
654,192,1.0
655,47,1.0
656,47,1.0
656,94,1.0
657,191,1.0
658,94,1.0
658,149,1.0
658,176,1.0
659,71,1.0
660,14,1.0
660,91,1.0
661,38,1.0
661,53,1.0
662,47,1.0
663,75,1.0
663,195,1.0
664,102,1.0
665,132,1.0
666,126,1.0
667,78,1.0
668,51,1.0
669,189,1.0
670,94,1.0
671,32,1.0
672,91,1.0
673,62,1.0
673,78,1.0
673,89,1.0
673,132,1.0
674,38,1.0
674,53,1.0
675,3,1.0
676,51,1.0
677,34,1.0
678,143,1.0
679,29,1.0
680,7,1.0
680,84,1.0
681,103,1.0
682,177,1.0
683,190,1.0
684,38,1.0
684,53,1.0
685,47,1.0
686,78,1.0
686,89,1.0
687,91,1.0
688,137,1.0
689,89,1.0
690,50,1.0
690,178,1.0
691,51,1.0
692,184,1.0
693,104,1.0
694,119,1.0
695,197,1.0
696,62,1.0
696,78,1.0
696,89,1.0
697,179,1.0
698,110,1.0
699,104,1.0
700,94,1.0
702,20,1.0
702,154,1.0
702,197,1.0
703,4,1.0
703,95,1.0
704,109,1.0
704,211,1.0
705,176,1.0
706,148,1.0
707,109,1.0
707,211,1.0
708,143,1.0
709,197,1.0
710,19,1.0
710,99,1.0
711,47,1.0
712,69,1.0
712,143,1.0
713,50,1.0
713,149,1.0
713,178,1.0
714,201,1.0
715,17,1.0
716,15,1.0
717,94,1.0
718,138,1.0
719,51,1.0
720,161,1.0
720,197,1.0
721,17,1.0
722,91,1.0
723,148,1.0
724,110,1.0
724,152,1.0
725,131,1.0
726,62,1.0
726,89,1.0
727,138,1.0
727,200,1.0
728,138,1.0
729,173,1.0
730,78,1.0
730,89,1.0
730,132,1.0
731,33,1.0
732,161,1.0
733,38,1.0
733,53,1.0
734,159,1.0
735,190,1.0
736,181,1.0
737,47,1.0
737,143,1.0
738,201,1.0
739,17,1.0
740,83,1.0
741,19,1.0
741,99,1.0
742,91,1.0
743,201,1.0
744,109,1.0
744,211,1.0
745,203,1.0
746,34,1.0
747,47,1.0
748,93,1.0
749,38,1.0
749,53,1.0
750,138,1.0
751,132,1.0
752,186,1.0
753,25,1.0
754,189,1.0
755,91,1.0
756,38,1.0
756,53,1.0
757,143,1.0
759,138,1.0
760,167,1.0
761,92,1.0
762,163,1.0
763,165,1.0
764,143,1.0
765,14,1.0
765,131,1.0
765,149,1.0
766,91,1.0
767,83,1.0
768,32,1.0
769,47,1.0
770,13,1.0
770,63,1.0
770,96,1.0
770,105,1.0
770,136,1.0
771,109,1.0
771,211,1.0
772,142,1.0
773,31,1.0
774,0,1.0
774,1,1.0
775,7,1.0
775,84,1.0
776,91,1.0
777,67,1.0
778,67,1.0
779,109,1.0
779,211,1.0
780,86,1.0
781,78,1.0
781,89,1.0
781,132,1.0
782,129,1.0
783,31,1.0
784,201,1.0
785,91,1.0
786,109,1.0
786,211,1.0
787,94,1.0
788,47,1.0
789,93,1.0
789,116,1.0
789,121,1.0
789,149,1.0
789,176,1.0
790,33,1.0
790,77,1.0
791,51,1.0
792,14,1.0
792,93,1.0
792,116,1.0
792,149,1.0
793,157,1.0
793,160,1.0
794,30,1.0
794,185,1.0
795,16,1.0
796,53,1.0
798,165,1.0
798,190,1.0
799,138,1.0
800,16,1.0
801,201,1.0
802,29,1.0
802,31,1.0
803,197,1.0
804,161,1.0
805,50,1.0
805,149,1.0
805,178,1.0
806,23,1.0
807,94,1.0
808,184,1.0
809,131,1.0
810,26,1.0
811,92,1.0
812,131,1.0
813,138,1.0
814,83,1.0
815,201,1.0
816,67,1.0
816,91,1.0
817,154,1.0
818,14,1.0
818,47,1.0
818,149,1.0
819,34,1.0
820,51,1.0
821,32,1.0
822,131,1.0
823,33,1.0
823,77,1.0
823,207,1.0
824,3,1.0
824,158,1.0
825,115,1.0
825,192,1.0
826,143,1.0
827,91,1.0
828,138,1.0
829,23,1.0
829,149,1.0
830,78,1.0
830,138,1.0
830,200,1.0
831,94,1.0
832,132,1.0
833,16,1.0
834,203,1.0
835,106,1.0
835,153,1.0
836,7,1.0
836,84,1.0
837,32,1.0
838,75,1.0
838,195,1.0
839,138,1.0
840,50,1.0
840,110,1.0
841,181,1.0
842,16,1.0
843,92,1.0
844,212,1.0
845,93,1.0
846,119,1.0
847,16,1.0
848,35,1.0
848,51,1.0
848,212,1.0
849,78,1.0
849,89,1.0
849,132,1.0
850,212,1.0
851,186,1.0
852,165,1.0
853,167,1.0
854,14,1.0
854,149,1.0
855,4,1.0
856,47,1.0
857,78,1.0
857,89,1.0
857,200,1.0
858,32,1.0
859,14,1.0
859,33,1.0
860,14,1.0
860,94,1.0
860,149,1.0
861,78,1.0
861,89,1.0
861,132,1.0
862,79,1.0
862,177,1.0
862,185,1.0
863,190,1.0
864,138,1.0
865,157,1.0
865,160,1.0
866,143,1.0
867,181,1.0
868,89,1.0
869,52,1.0
869,91,1.0
870,123,1.0
870,170,1.0
871,167,1.0
872,23,1.0
872,149,1.0
873,62,1.0
873,78,1.0
874,190,1.0
875,131,1.0
876,143,1.0
877,167,1.0
878,89,1.0
879,200,1.0
880,173,1.0
881,92,1.0
881,165,1.0
882,138,1.0
883,197,1.0
884,146,1.0
885,138,1.0
886,14,1.0
886,149,1.0
887,53,1.0
888,25,1.0
888,138,1.0
889,94,1.0
890,23,1.0
890,131,1.0
890,149,1.0
891,167,1.0
892,127,1.0
893,167,1.0
894,47,1.0
894,143,1.0
895,118,1.0
896,131,1.0
897,83,1.0
898,101,1.0
899,7,1.0
899,84,1.0
900,78,1.0
900,89,1.0
900,132,1.0
900,138,1.0
900,200,1.0
901,189,1.0
902,167,1.0
903,50,1.0
903,178,1.0
904,78,1.0
904,89,1.0
904,132,1.0
905,51,1.0
906,173,1.0
907,93,1.0
907,116,1.0
907,149,1.0
908,47,1.0
909,99,1.0
910,23,1.0
911,106,1.0
911,153,1.0
912,91,1.0
913,212,1.0
914,170,1.0
915,32,1.0
916,47,1.0
916,209,1.0
917,138,1.0
918,102,1.0
919,94,1.0
920,186,1.0
921,34,1.0
921,50,1.0
922,94,1.0
922,158,1.0
923,179,1.0
924,138,1.0
925,110,1.0
926,167,1.0
927,91,1.0
928,94,1.0
929,91,1.0
930,86,1.0
930,171,1.0
931,47,1.0
932,173,1.0
933,17,1.0
934,138,1.0
935,30,1.0
936,105,1.0
936,136,1.0
937,62,1.0
937,78,1.0
937,89,1.0
938,47,1.0
939,17,1.0
940,17,1.0
941,138,1.0
942,14,1.0
943,137,1.0
944,103,1.0
945,109,1.0
945,211,1.0
946,38,1.0
946,53,1.0
947,203,1.0
948,201,1.0
949,86,1.0
950,31,1.0
950,139,1.0
951,26,1.0
952,203,1.0
953,124,1.0
953,169,1.0
954,38,1.0
954,53,1.0
955,143,1.0
956,127,1.0
957,93,1.0
957,116,1.0
957,149,1.0
958,143,1.0
959,51,1.0
960,157,1.0
961,15,1.0
961,132,1.0
962,212,1.0
963,15,1.0
964,123,1.0
965,91,1.0
966,93,1.0
966,116,1.0
966,131,1.0
966,149,1.0
967,17,1.0
967,190,1.0
967,197,1.0
968,47,1.0
969,142,1.0
970,23,1.0
971,190,1.0
972,29,1.0
972,31,1.0
973,22,1.0
973,107,1.0
974,201,1.0
975,83,1.0
976,47,1.0
977,94,1.0
978,14,1.0
978,93,1.0
978,116,1.0
978,149,1.0
979,138,1.0
980,78,1.0
981,197,1.0
982,67,1.0
983,69,1.0
984,31,1.0
985,75,1.0
985,94,1.0
985,195,1.0
986,48,1.0
986,93,1.0
986,116,1.0
987,29,1.0
987,31,1.0
988,50,1.0
988,149,1.0
988,178,1.0
989,17,1.0
990,51,1.0
991,30,1.0
991,50,1.0
991,91,1.0
991,93,1.0
991,116,1.0
991,149,1.0
991,178,1.0
992,29,1.0
993,126,1.0
994,167,1.0
995,110,1.0
996,179,1.0
997,67,1.0
997,91,1.0
998,86,1.0
999,32,1.0
1000,31,1.0
1001,171,1.0
1002,94,1.0
1003,71,1.0
1004,149,1.0
1004,176,1.0
1005,190,1.0
1006,152,1.0
1007,211,1.0
1008,138,1.0
1008,200,1.0
1009,47,1.0
1009,143,1.0
1010,201,1.0
1011,143,1.0
1012,78,1.0
1012,89,1.0
1012,132,1.0
1013,104,1.0
1015,20,1.0
1015,126,1.0
1016,167,1.0
1017,23,1.0
1018,62,1.0
1019,143,1.0
1020,4,1.0
1020,95,1.0
1021,176,1.0
1022,91,1.0
1023,91,1.0
1024,89,1.0
1025,131,1.0
1026,184,1.0
1027,186,1.0
1028,8,1.0
1029,91,1.0
1030,168,1.0
1031,14,1.0
1032,119,1.0
1033,83,1.0
1034,103,1.0
1035,14,1.0
1035,93,1.0
1035,116,1.0
1036,50,1.0
1036,178,1.0
1037,16,1.0
1038,89,1.0
1038,132,1.0
1038,212,1.0
1039,106,1.0
1039,153,1.0
1040,3,1.0
1041,94,1.0
1042,167,1.0
1043,29,1.0
1043,86,1.0
1044,17,1.0
1045,38,1.0
1045,53,1.0
1046,17,1.0
1047,47,1.0
1047,94,1.0
1048,91,1.0
1049,153,1.0
1050,15,1.0
1050,132,1.0
1051,200,1.0
1052,103,1.0
1053,89,1.0
1054,86,1.0
1055,176,1.0
1056,160,1.0
1057,78,1.0
1057,89,1.0
1058,62,1.0
1059,32,1.0
1060,29,1.0
1061,190,1.0
1062,167,1.0
1063,158,1.0
1063,201,1.0
1064,109,1.0
1064,211,1.0
1065,201,1.0
1066,94,1.0
1067,38,1.0
1067,53,1.0
1068,53,1.0
1069,29,1.0
1069,31,1.0
1070,168,1.0
1071,38,1.0
1071,53,1.0
1072,23,1.0
1073,94,1.0
1074,51,1.0
1075,165,1.0
1076,22,1.0
1076,107,1.0
1077,89,1.0
1078,209,1.0
1079,47,1.0
1080,101,1.0
1081,14,1.0
1081,137,1.0
1081,149,1.0
1082,53,1.0
1083,67,1.0
1084,201,1.0
1085,212,1.0
1086,158,1.0
1087,137,1.0
1088,181,1.0
1089,165,1.0
1090,109,1.0
1090,211,1.0
1091,191,1.0
1092,89,1.0
1093,201,1.0
1094,91,1.0
1094,211,1.0
1095,143,1.0
1096,47,1.0
1096,143,1.0
1097,124,1.0
1097,169,1.0
1098,29,1.0
1099,118,1.0
1100,152,1.0
1101,201,1.0
1102,33,1.0
1102,109,1.0
1102,211,1.0
1103,158,1.0
1104,110,1.0
1105,32,1.0
1105,91,1.0
1106,132,1.0
1107,75,1.0
1107,195,1.0
1107,210,1.0
1108,146,1.0
1109,165,1.0
1110,94,1.0
1111,168,1.0
1112,91,1.0
1113,161,1.0
1114,177,1.0
1115,91,1.0
1115,165,1.0
1116,200,1.0
1117,33,1.0
1118,30,1.0
1119,50,1.0
1119,178,1.0
1120,47,1.0
1120,94,1.0
1120,198,1.0
1121,47,1.0
1121,51,1.0
1121,73,1.0
1122,173,1.0
1123,89,1.0
1123,132,1.0
1124,67,1.0
1125,38,1.0
1125,53,1.0
1126,38,1.0
1126,53,1.0
1127,132,1.0
1128,143,1.0
1129,212,1.0
1130,50,1.0
1130,178,1.0
1131,201,1.0
1132,190,1.0
1133,201,1.0
1134,201,1.0
1135,164,1.0
1136,173,1.0
1137,17,1.0
1138,14,1.0
1139,124,1.0
1139,169,1.0
1140,118,1.0
1140,120,1.0
1141,15,1.0
1141,78,1.0
1143,173,1.0
1144,32,1.0
1145,201,1.0
1146,38,1.0
1146,53,1.0
1147,15,1.0
1148,78,1.0
1148,89,1.0
1149,38,1.0
1150,29,1.0
1150,201,1.0
1151,212,1.0
1152,127,1.0
1153,124,1.0
1153,169,1.0
1154,86,1.0
1155,32,1.0
1156,15,1.0
1156,110,1.0
1156,132,1.0
1156,138,1.0
1157,157,1.0
1157,160,1.0
1158,51,1.0
1159,132,1.0
1160,109,1.0
1161,7,1.0
1161,84,1.0
1162,78,1.0
1162,89,1.0
1163,212,1.0
1164,212,1.0
1165,197,1.0
1166,201,1.0
1167,62,1.0
1168,91,1.0
1169,91,1.0
1170,20,1.0
1170,154,1.0
1171,47,1.0
1172,47,1.0
1172,94,1.0
1173,29,1.0
1173,31,1.0
1174,69,1.0
1175,92,1.0
1176,33,1.0
1177,167,1.0
1178,14,1.0
1179,38,1.0
1179,53,1.0
1180,123,1.0
1181,77,1.0
1181,207,1.0
1182,201,1.0
1183,173,1.0
1184,167,1.0
1184,169,1.0
1186,164,1.0
1187,168,1.0
1188,51,1.0
1189,91,1.0
1190,23,1.0
1191,109,1.0
1191,211,1.0
1192,91,1.0
1193,92,1.0
1194,170,1.0
1195,167,1.0
1196,109,1.0
1196,211,1.0
1198,51,1.0
1198,212,1.0
1199,138,1.0
1200,167,1.0
1201,79,1.0
1201,185,1.0
1202,197,1.0
1203,50,1.0
1203,149,1.0
1203,178,1.0
1204,179,1.0
1205,61,1.0
1206,138,1.0
1207,91,1.0
1208,83,1.0
1208,110,1.0
1209,109,1.0
1209,211,1.0
1210,91,1.0
1211,200,1.0
1212,16,1.0
1213,197,1.0
1214,51,1.0
1214,212,1.0
1215,157,1.0
1215,160,1.0
1216,201,1.0
1217,138,1.0
1217,200,1.0
1218,201,1.0
1219,138,1.0
1220,29,1.0
1220,31,1.0
1221,159,1.0
1222,119,1.0
1223,51,1.0
1224,181,1.0
1225,200,1.0
1226,78,1.0
1226,89,1.0
1226,132,1.0
1228,143,1.0
1229,34,1.0
1230,67,1.0
1231,26,1.0
1232,34,1.0
1233,93,1.0
1233,116,1.0
1234,32,1.0
1235,89,1.0
1235,126,1.0
1236,101,1.0
1237,110,1.0
1238,126,1.0
1239,17,1.0
1240,91,1.0
1241,157,1.0
1241,160,1.0
