row,col,data
482,61,1.0
483,38,1.0
484,103,1.0
485,50,1.0
486,87,1.0
487,30,1.0
488,103,1.0
489,77,1.0
490,96,1.0
491,38,1.0
492,103,1.0
493,50,1.0
494,104,1.0
495,27,1.0
496,3,1.0
497,94,1.0
498,103,1.0
499,49,1.0
500,12,1.0
501,15,1.0
502,67,1.0
503,94,1.0
504,111,1.0
505,26,1.0
506,90,1.0
507,39,1.0
508,94,1.0
509,90,1.0
510,25,1.0
511,30,1.0
512,12,1.0
513,102,1.0
514,94,1.0
515,26,1.0
516,104,1.0
517,99,1.0
518,15,1.0
519,16,1.0
519,52,1.0
520,90,1.0
521,90,1.0
522,72,1.0
523,0,1.0
524,67,1.0
525,103,1.0
526,102,1.0
527,103,1.0
528,15,1.0
530,62,1.0
531,67,1.0
532,3,1.0
533,103,1.0
534,49,1.0
535,90,1.0
536,45,1.0
537,103,1.0
538,39,1.0
539,19,1.0
540,15,1.0
541,109,1.0
542,87,1.0
543,27,1.0
544,103,1.0
545,103,1.0
546,50,1.0
547,24,1.0
548,1,1.0
549,104,1.0
550,61,1.0
551,62,1.0
552,14,1.0
554,83,1.0
555,103,1.0
556,27,1.0
557,15,1.0
558,40,1.0
559,38,1.0
560,31,1.0
561,1,1.0
562,19,1.0
563,90,1.0
564,67,1.0
565,15,1.0
566,96,1.0
567,27,1.0
568,87,1.0
569,47,1.0
570,103,1.0
571,87,1.0
572,90,1.0
573,24,1.0
574,87,1.0
575,24,1.0
576,90,1.0
577,25,1.0
578,24,1.0
579,12,1.0
580,90,1.0
581,36,1.0
582,40,1.0
583,62,1.0
584,15,1.0
585,73,1.0
586,94,1.0
587,61,1.0
588,103,1.0
589,22,1.0
590,53,1.0
591,15,1.0
592,15,1.0
593,15,1.0
594,49,1.0
595,23,1.0
596,80,1.0
597,103,1.0
598,45,1.0
599,49,1.0
600,2,1.0
601,94,1.0
602,94,1.0
603,30,1.0
604,26,1.0
605,90,1.0
606,9,1.0
607,24,1.0
608,24,1.0
609,23,1.0
610,27,1.0
611,67,1.0
612,15,1.0
613,103,1.0
614,38,1.0
615,77,1.0
616,90,1.0
617,24,1.0
618,67,1.0
619,33,1.0
620,23,1.0
621,103,1.0
622,90,1.0
623,67,1.0
624,85,1.0
625,40,1.0
626,103,1.0
627,90,1.0
628,40,1.0
629,12,1.0
630,40,1.0
631,67,1.0
632,83,1.0
633,15,1.0
634,15,1.0
635,90,1.0
636,94,1.0
637,103,1.0
638,96,1.0
639,72,1.0
640,8,1.0
641,90,1.0
642,102,1.0
643,62,1.0
644,103,1.0
645,83,1.0
646,33,1.0
647,1,1.0
648,52,1.0
649,10,1.0
650,94,1.0
652,104,1.0
653,90,1.0
654,99,1.0
655,90,1.0
656,103,1.0
657,45,1.0
658,38,1.0
659,45,1.0
660,90,1.0
661,18,1.0
663,96,1.0
664,62,1.0
665,15,1.0
666,67,1.0
667,15,1.0
668,111,1.0
669,94,1.0
670,47,1.0
671,85,1.0
672,90,1.0
673,15,1.0
674,65,1.0
675,12,1.0
676,2,1.0
677,61,1.0
678,96,1.0
679,19,1.0
679,108,1.0
680,100,1.0
681,94,1.0
682,39,1.0
683,103,1.0
684,87,1.0
685,103,1.0
686,15,1.0
687,3,1.0
688,5,1.0
689,15,1.0
690,85,1.0
691,50,1.0
692,94,1.0
693,94,1.0
694,22,1.0
695,90,1.0
697,96,1.0
698,27,1.0
699,39,1.0
700,26,1.0
701,57,1.0
702,62,1.0
703,62,1.0
704,87,1.0
705,90,1.0
706,52,1.0
707,40,1.0
708,90,1.0
709,62,1.0
710,62,1.0
711,90,1.0
712,103,1.0
713,27,1.0
714,57,1.0
715,109,1.0
716,31,1.0
717,90,1.0
718,0,1.0
719,57,1.0
720,96,1.0
721,26,1.0
722,103,1.0
723,47,1.0
724,3,1.0
725,3,1.0
726,15,1.0
727,2,1.0
728,0,1.0
729,64,1.0
730,15,1.0
731,112,1.0
732,96,1.0
733,18,1.0
734,22,1.0
735,26,1.0
736,33,1.0
737,90,1.0
738,50,1.0
739,12,1.0
740,59,1.0
741,62,1.0
742,27,1.0
743,50,1.0
744,25,1.0
745,77,1.0
746,61,1.0
747,3,1.0
748,105,1.0
749,67,1.0
750,15,1.0
751,15,1.0
752,62,1.0
753,102,1.0
754,94,1.0
755,103,1.0
756,49,1.0
757,12,1.0
758,12,1.0
758,96,1.0
759,105,1.0
760,24,1.0
761,5,1.0
762,94,1.0
764,103,1.0
766,90,1.0
767,59,1.0
768,3,1.0
769,90,1.0
770,83,1.0
771,87,1.0
772,14,1.0
773,15,1.0
774,62,1.0
775,49,1.0
776,90,1.0
777,103,1.0
778,87,1.0
779,87,1.0
780,1,1.0
781,15,1.0
782,76,1.0
783,19,1.0
784,50,1.0
785,90,1.0
786,40,1.0
787,52,1.0
788,3,1.0
789,90,1.0
790,99,1.0
791,2,1.0
792,90,1.0
793,22,1.0
794,85,1.0
795,15,1.0
797,38,1.0
798,90,1.0
799,48,1.0
800,15,1.0
801,50,1.0
802,72,1.0
803,60,1.0
804,3,1.0
804,73,1.0
805,3,1.0
806,12,1.0
806,52,1.0
806,103,1.0
807,26,1.0
808,94,1.0
809,90,1.0
810,22,1.0
812,90,1.0
813,15,1.0
814,90,1.0
816,87,1.0
817,17,1.0
818,90,1.0
819,61,1.0
820,50,1.0
821,103,1.0
822,103,1.0
823,12,1.0
824,12,1.0
825,99,1.0
826,103,1.0
827,103,1.0
828,15,1.0
829,103,1.0
830,15,1.0
831,52,1.0
832,15,1.0
833,72,1.0
834,77,1.0
835,38,1.0
836,100,1.0
837,27,1.0
838,96,1.0
839,2,1.0
840,77,1.0
841,33,1.0
842,83,1.0
843,5,1.0
844,15,1.0
845,105,1.0
846,22,1.0
847,15,1.0
848,111,1.0
849,15,1.0
850,15,1.0
851,62,1.0
852,103,1.0
853,24,1.0
854,90,1.0
855,39,1.0
856,103,1.0
858,27,1.0
859,90,1.0
860,90,1.0
861,15,1.0
862,38,1.0
863,25,1.0
864,89,1.0
865,67,1.0
866,27,1.0
866,46,1.0
867,33,1.0
868,15,1.0
869,103,1.0
870,94,1.0
871,24,1.0
871,62,1.0
872,103,1.0
873,15,1.0
874,70,1.0
874,77,1.0
875,90,1.0
876,3,1.0
877,24,1.0
878,15,1.0
879,50,1.0
880,94,1.0
881,103,1.0
882,0,1.0
882,77,1.0
883,38,1.0
884,94,1.0
885,31,1.0
886,90,1.0
887,30,1.0
889,52,1.0
890,7,1.0
891,24,1.0
892,40,1.0
893,4,1.0
893,24,1.0
894,90,1.0
895,104,1.0
896,103,1.0
897,90,1.0
898,77,1.0
899,67,1.0
900,15,1.0
901,94,1.0
902,24,1.0
903,85,1.0
904,15,1.0
905,50,1.0
906,94,1.0
907,90,1.0
908,26,1.0
909,44,1.0
910,90,1.0
911,62,1.0
912,27,1.0
913,15,1.0
914,94,1.0
915,3,1.0
916,103,1.0
918,52,1.0
919,90,1.0
920,38,1.0
921,61,1.0
922,90,1.0
923,60,1.0
924,72,1.0
925,67,1.0
926,24,1.0
927,73,1.0
928,90,1.0
929,85,1.0
930,1,1.0
931,90,1.0
932,12,1.0
933,32,1.0
934,19,1.0
935,86,1.0
936,83,1.0
937,15,1.0
938,103,1.0
939,9,1.0
940,90,1.0
941,50,1.0
942,90,1.0
943,103,1.0
944,94,1.0
945,67,1.0
946,87,1.0
947,77,1.0
948,50,1.0
949,1,1.0
950,19,1.0
951,22,1.0
952,77,1.0
953,63,1.0
954,67,1.0
955,96,1.0
956,22,1.0
957,90,1.0
958,103,1.0
959,15,1.0
960,22,1.0
961,50,1.0
962,15,1.0
963,50,1.0
964,94,1.0
965,3,1.0
966,90,1.0
967,25,1.0
968,90,1.0
969,39,1.0
970,106,1.0
971,70,1.0
972,36,1.0
973,39,1.0
974,23,1.0
975,103,1.0
976,27,1.0
977,26,1.0
978,90,1.0
979,15,1.0
980,15,1.0
981,15,1.0
982,30,1.0
983,94,1.0
984,57,1.0
985,104,1.0
986,103,1.0
987,72,1.0
988,27,1.0
989,103,1.0
990,111,1.0
991,27,1.0
992,89,1.0
994,24,1.0
995,90,1.0
996,49,1.0
997,52,1.0
998,1,1.0
998,44,1.0
999,3,1.0
1000,72,1.0
1001,53,1.0
1002,90,1.0
1003,102,1.0
1004,38,1.0
1005,61,1.0
1006,49,1.0
1007,67,1.0
1008,0,1.0
1009,90,1.0
1010,50,1.0
1011,3,1.0
1012,15,1.0
1013,12,1.0
1014,64,1.0
1015,67,1.0
1016,24,1.0
1017,103,1.0
1019,26,1.0
1020,62,1.0
1021,26,1.0
1022,10,1.0
1023,58,1.0
1024,15,1.0
1025,103,1.0
1026,94,1.0
1027,38,1.0
1028,30,1.0
1029,58,1.0
1030,39,1.0
1031,90,1.0
1032,22,1.0
1033,90,1.0
1034,94,1.0
1035,90,1.0
1036,27,1.0
1037,72,1.0
1038,15,1.0
1039,62,1.0
1040,12,1.0
1041,27,1.0
1042,24,1.0
1043,1,1.0
1044,15,1.0
1045,25,1.0
1046,94,1.0
1047,90,1.0
1048,3,1.0
1049,62,1.0
1050,111,1.0
1051,15,1.0
1052,94,1.0
1053,15,1.0
1054,1,1.0
1055,103,1.0
1056,22,1.0
1057,15,1.0
1058,15,1.0
1059,26,1.0
1060,83,1.0
1061,86,1.0
1062,24,1.0
1063,57,1.0
1064,87,1.0
1065,50,1.0
1066,27,1.0
1067,67,1.0
1068,67,1.0
1069,72,1.0
1070,96,1.0
1071,40,1.0
1072,103,1.0
1073,27,1.0
1074,50,1.0
1075,103,1.0
1076,99,1.0
1077,15,1.0
1078,103,1.0
1079,90,1.0
1080,77,1.0
1081,90,1.0
1083,87,1.0
1084,48,1.0
1085,15,1.0
1086,99,1.0
1087,103,1.0
1088,33,1.0
1089,58,1.0
1090,30,1.0
1091,45,1.0
1092,15,1.0
1093,57,1.0
1095,90,1.0
1096,103,1.0
1097,27,1.0
1098,15,1.0
1099,38,1.0
1100,3,1.0
1101,57,1.0
1103,9,1.0
1104,90,1.0
1105,85,1.0
1106,15,1.0
1107,96,1.0
1109,86,1.0
1110,62,1.0
1111,39,1.0
1112,103,1.0
1113,95,1.0
1114,17,1.0
1115,73,1.0
1116,2,1.0
1117,61,1.0
1118,27,1.0
1119,3,1.0
1120,90,1.0
1121,72,1.0
1122,49,1.0
1123,15,1.0
1124,87,1.0
1125,67,1.0
1126,67,1.0
1127,15,1.0
1128,103,1.0
1129,15,1.0
1130,85,1.0
1131,57,1.0
1132,30,1.0
1133,50,1.0
1134,50,1.0
1135,70,1.0
1136,94,1.0
1137,12,1.0
1138,90,1.0
1139,27,1.0
1140,104,1.0
1141,83,1.0
1142,73,1.0
1143,94,1.0
1144,3,1.0
1145,50,1.0
1146,40,1.0
1147,50,1.0
1148,15,1.0
1149,40,1.0
1150,57,1.0
1151,15,1.0
1152,102,1.0
1154,1,1.0
1155,101,1.0
1156,31,1.0
1157,97,1.0
1158,2,1.0
1159,15,1.0
1160,30,1.0
1161,49,1.0
1162,15,1.0
1163,15,1.0
1164,15,1.0
1165,94,1.0
1166,57,1.0
1167,15,1.0
1167,26,1.0
1168,95,1.0
1169,90,1.0
1170,94,1.0
1171,90,1.0
1172,52,1.0
1173,72,1.0
1174,94,1.0
1175,45,1.0
1176,39,1.0
1177,24,1.0
1177,49,1.0
1178,90,1.0
1179,67,1.0
1180,94,1.0
1181,12,1.0
1182,50,1.0
1183,59,1.0
1184,24,1.0
1185,96,1.0
1186,62,1.0
1187,96,1.0
1188,83,1.0
1189,103,1.0
1190,103,1.0
1191,87,1.0
1192,95,1.0
1193,90,1.0
1194,94,1.0
1195,24,1.0
1196,87,1.0
1197,24,1.0
1198,15,1.0
1199,2,1.0
1200,24,1.0
1201,62,1.0
1202,5,1.0
1203,3,1.0
1204,49,1.0
1205,61,1.0
1206,15,1.0
1207,103,1.0
1208,60,1.0
1209,67,1.0
1210,90,1.0
1211,15,1.0
1212,31,1.0
1213,96,1.0
1214,111,1.0
1215,22,1.0
1216,57,1.0
1217,43,1.0
1218,57,1.0
1219,72,1.0
1220,19,1.0
1221,22,1.0
1222,22,1.0
1223,2,1.0
1224,33,1.0
1225,0,1.0
1226,15,1.0
1227,50,1.0
1228,52,1.0
1229,61,1.0
1230,49,1.0
1231,22,1.0
1232,61,1.0
1233,90,1.0
1234,85,1.0
1235,67,1.0
1236,77,1.0
1237,103,1.0
1238,49,1.0
1239,29,1.0
1240,90,1.0
1241,22,1.0
1242,87,1.0
1243,22,1.0
1244,90,1.0
1245,77,1.0
1246,62,1.0
1247,94,1.0
1248,73,1.0
1249,3,1.0
1250,50,1.0
1251,101,1.0
1252,90,1.0
1253,80,1.0
1254,50,1.0
1255,62,1.0
1256,101,1.0
1257,90,1.0
1258,90,1.0
1259,77,1.0
1260,15,1.0
1261,91,1.0
1262,38,1.0
1262,54,1.0
1263,62,1.0
1264,50,1.0
1265,103,1.0
1266,15,1.0
1267,39,1.0
1268,103,1.0
1269,2,1.0
1270,9,1.0
1271,40,1.0
1272,50,1.0
1273,67,1.0
1274,62,1.0
1275,103,1.0
1276,25,1.0
1277,15,1.0
1278,87,1.0
1280,72,1.0
1281,2,1.0
1282,94,1.0
1283,96,1.0
1284,90,1.0
1284,100,1.0
1285,15,1.0
1286,67,1.0
1287,15,1.0
1288,24,1.0
1289,72,1.0
1290,15,1.0
1291,15,1.0
1292,10,1.0
1293,26,1.0
1294,86,1.0
1295,94,1.0
1296,83,1.0
1297,102,1.0
1298,24,1.0
1299,15,1.0
1300,50,1.0
1301,103,1.0
1302,48,1.0
1303,33,1.0
1304,15,1.0
1305,67,1.0
1306,45,1.0
1307,47,1.0
1308,87,1.0
1309,65,1.0
1310,15,1.0
1311,4,1.0
1312,94,1.0
1313,39,1.0
1314,103,1.0
1315,5,1.0
1316,109,1.0
1317,90,1.0
1318,73,1.0
1319,57,1.0
1320,19,1.0
1321,39,1.0
1322,24,1.0
1323,83,1.0
1324,1,1.0
1325,103,1.0
1326,72,1.0
1327,90,1.0
1328,25,1.0
1329,15,1.0
1330,15,1.0
1331,39,1.0
1332,94,1.0
1333,103,1.0
1334,103,1.0
1335,52,1.0
1336,35,1.0
1337,31,1.0
1338,15,1.0
1339,70,1.0
1340,103,1.0
1341,19,1.0
1341,94,1.0
1342,90,1.0
1343,94,1.0
1344,59,1.0
1345,33,1.0
1346,50,1.0
1346,84,1.0
1347,103,1.0
1348,62,1.0
1349,102,1.0
1350,24,1.0
1351,62,1.0
1352,15,1.0
1353,15,1.0
1354,67,1.0
1355,105,1.0
1356,50,1.0
1357,15,1.0
1358,90,1.0
1359,26,1.0
1360,73,1.0
1361,90,1.0
1362,104,1.0
1363,40,1.0
1364,59,1.0
1365,39,1.0
1366,22,1.0
1367,27,1.0
1368,24,1.0
1369,24,1.0
1370,24,1.0
1371,24,1.0
1372,24,1.0
1373,103,1.0
1374,104,1.0
1375,90,1.0
1376,90,1.0
1377,50,1.0
1378,15,1.0
1379,15,1.0
1379,17,1.0
1380,3,1.0
1381,96,1.0
1383,62,1.0
1384,39,1.0
1385,22,1.0
1386,30,1.0
1388,38,1.0
1389,3,1.0
1390,80,1.0
1391,52,1.0
1392,15,1.0
1393,15,1.0
1394,50,1.0
1395,50,1.0
1396,105,1.0
1398,50,1.0
1399,18,1.0
1400,3,1.0
1401,15,1.0
1402,84,1.0
1403,94,1.0
1404,106,1.0
1405,38,1.0
1406,73,1.0
1407,90,1.0
1408,15,1.0
1409,90,1.0
1410,90,1.0
1411,83,1.0
1412,47,1.0
1413,103,1.0
1414,85,1.0
1415,48,1.0
1416,103,1.0
1417,94,1.0
1418,27,1.0
1419,105,1.0
1420,15,1.0
1421,99,1.0
1422,96,1.0
1423,77,1.0
1424,15,1.0
1425,90,1.0
1427,103,1.0
1428,103,1.0
1429,90,1.0
1430,2,1.0
1431,94,1.0
1432,73,1.0
1433,47,1.0
1434,94,1.0
1435,31,1.0
1436,103,1.0
1437,94,1.0
1438,27,1.0
1439,103,1.0
1440,70,1.0
1441,15,1.0
1442,15,1.0
1443,90,1.0
1444,96,1.0
1445,90,1.0
1446,77,1.0
1447,103,1.0
1449,50,1.0
1450,83,1.0
1451,57,1.0
1452,40,1.0
1453,83,1.0
1454,62,1.0
1454,85,1.0
1455,96,1.0
1456,3,1.0
1457,57,1.0
1458,57,1.0
1459,61,1.0
1460,47,1.0
1461,1,1.0
1462,15,1.0
1463,103,1.0
1464,77,1.0
1465,24,1.0
1466,26,1.0
1467,34,1.0
1468,87,1.0
1469,94,1.0
1470,62,1.0
1471,98,1.0
1472,103,1.0
1473,69,1.0
1474,1,1.0
1475,90,1.0
1476,38,1.0
1477,99,1.0
1478,105,1.0
1479,87,1.0
1480,15,1.0
1481,15,1.0
1482,94,1.0
1483,103,1.0
1484,94,1.0
1485,69,1.0
1486,57,1.0
1488,90,1.0
1489,50,1.0
1491,16,1.0
1491,26,1.0
1492,58,1.0
1493,45,1.0
1494,57,1.0
1495,62,1.0
1497,73,1.0
1498,94,1.0
1499,39,1.0
1500,1,1.0
1501,72,1.0
1502,38,1.0
1503,77,1.0
1504,15,1.0
1505,87,1.0
1506,50,1.0
1507,38,1.0
1508,15,1.0
1509,103,1.0
1510,3,1.0
1511,67,1.0
1512,43,1.0
1513,87,1.0
1514,4,1.0
1515,23,1.0
1515,75,1.0
1516,90,1.0
1517,96,1.0
1518,27,1.0
1519,62,1.0
1520,26,1.0
1521,77,1.0
1522,90,1.0
1523,50,1.0
1524,111,1.0
1525,67,1.0
1526,15,1.0
1527,15,1.0
1528,24,1.0
1529,67,1.0
1530,90,1.0
1531,1,1.0
1532,90,1.0
1533,77,1.0
1534,73,1.0
1535,76,1.0
1537,94,1.0
1538,85,1.0
1539,83,1.0
1540,90,1.0
1541,109,1.0
1542,84,1.0
1543,72,1.0
1544,27,1.0
1545,45,1.0
1546,3,1.0
1547,96,1.0
1548,85,1.0
1549,72,1.0
1550,50,1.0
1551,12,1.0
1552,22,1.0
1553,62,1.0
1554,12,1.0
1555,103,1.0
1557,90,1.0
1558,103,1.0
1559,72,1.0
1560,15,1.0
1561,103,1.0
1562,15,1.0
1563,22,1.0
1564,73,1.0
1565,94,1.0
1566,15,1.0
1567,24,1.0
1568,57,1.0
1569,96,1.0
1570,33,1.0
1571,94,1.0
1572,27,1.0
1573,24,1.0
1574,3,1.0
1575,3,1.0
1576,77,1.0
1577,22,1.0
1578,103,1.0
1579,27,1.0
1580,79,1.0
1581,77,1.0
1582,27,1.0
1583,15,1.0
1584,1,1.0
1585,94,1.0
1586,61,1.0
1587,59,1.0
1588,31,1.0
1588,80,1.0
1589,94,1.0
1590,57,1.0
1591,50,1.0
1592,24,1.0
1593,40,1.0
1594,94,1.0
1595,3,1.0
1596,65,1.0
1597,103,1.0
1598,33,1.0
1599,35,1.0
1600,27,1.0
1601,15,1.0
1602,15,1.0
1603,62,1.0
1605,96,1.0
1606,2,1.0
1607,99,1.0
1608,49,1.0
1609,33,1.0
1609,73,1.0
1610,102,1.0
1611,83,1.0
1612,109,1.0
1613,94,1.0
1614,96,1.0
1615,103,1.0
1616,15,1.0
1617,24,1.0
1618,103,1.0
1619,68,1.0
1620,94,1.0
1621,15,1.0
1622,94,1.0
1623,26,1.0
1624,90,1.0
1625,103,1.0
1626,22,1.0
1627,57,1.0
1628,47,1.0
1629,15,1.0
1630,36,1.0
1631,50,1.0
1632,50,1.0
1633,61,1.0
1634,103,1.0
1635,94,1.0
1636,85,1.0
1638,90,1.0
1639,90,1.0
1641,94,1.0
1642,102,1.0
1643,103,1.0
1644,0,1.0
1645,90,1.0
1646,24,1.0
1647,77,1.0
1648,39,1.0
1649,15,1.0
1650,15,1.0
1651,15,1.0
1652,24,1.0
1654,22,1.0
1655,87,1.0
1656,15,1.0
1657,67,1.0
1658,102,1.0
1659,102,1.0
1661,96,1.0
1662,15,1.0
1663,12,1.0
1664,25,1.0
1665,77,1.0
1666,49,1.0
1667,50,1.0
1668,2,1.0
1669,39,1.0
1670,27,1.0
1671,72,1.0
1672,3,1.0
1673,102,1.0
